Cefoperazone	Clindamycin	Streptomycin	ko	gene	pathway	grouping	KEGG_code
0	7	2	none	ptb;_phosphate_butyryltransferase_(Phosphotransbutyrylase)_(EC:2.3.1.19)	none	Fermentation end steps	cdf:CD630_24250
8	17	4	none	4-hydroxyphenylacetate_decarboxylase,catalytic_subunit_HpdB	none	Fermentation end steps	cdf:CD630_01530
7	15	4	none	4-hydroxyphenylacetate_decarboxylase,regulatory_subunit_HpdC	none	Fermentation end steps	cdf:CD630_01540
8	22	6	K04069	4-hydroxyphenylacetate_decarboxylase,activating_subunit_HpdA;_putative_glycyl-radical_activating_family_protein	none	Fermentation end steps	cdf:CD630_01550
128	85	78	K00925	ackA;_acetate_kinase_(EC:2.7.2.1)	Taurine_and_hypotaurine_metabolism;Metabolism;Metabolism_of_other_amino_acids|Pyruvate_metabolism;Metabolism;Carbohydrate_metabolism|Propanoate_metabolism;Metabolism;Carbohydrate_metabolism|Methane_metabolism;Metabolism;Energy_metabolism|Metabolic_pathways;Metabolism;Global_and_overview_maps|Microbial_metabolism_in_diverse_environments;Metabolism;Global_and_overview_maps|Carbon_metabolism;Metabolism;Global_and_overview_maps	Fermentation end steps	cdf:CD630_11750
163	454	465	K00174	2-ketoisovalerate_ferredoxin_reductase_(EC:1.2.7.-)	Citrate_cycle_(TCA_cycle);Metabolism;Carbohydrate_metabolism|Metabolic_pathways;Metabolism;Global_and_overview_maps|Microbial_metabolism_in_diverse_environments;Metabolism;Global_and_overview_maps|Carbon_metabolism;Metabolism;Global_and_overview_maps	Fermentation end steps	cdf:CD630_01160
71	130	81	none	sucD;_succinate-semialdehyde_dehydrogenase_(NAD(P)+)_(EC:1.2.1.16)	none	Fermentation end steps	cdf:CD630_23420
1	78	4	K04072	adhE;_bifunctional_acetaldehyde-CoA/alcohol_dehydrogenase_(EC:1.2.1.10_1.1.1.1)	Glycolysis_/_Gluconeogenesis;Metabolism;Carbohydrate_metabolism|Fatty_acid_degradation;Metabolism;Lipid_metabolism|Tyrosine_metabolism;Metabolism;Amino_acid_metabolism|Benzoate_degradation;Metabolism;Xenobiotics_biodegradation_and_metabolism|Pyruvate_metabolism;Metabolism;Carbohydrate_metabolism|Chloroalkane_and_chloroalkene_degradation;Metabolism;Xenobiotics_biodegradation_and_metabolism|Naphthalene_degradation;Metabolism;Xenobiotics_biodegradation_and_metabolism|Butanoate_metabolism;Metabolism;Carbohydrate_metabolism|Metabolic_pathways;Metabolism;Global_and_overview_maps|Biosynthesis_of_secondary_metabolites;Metabolism;Global_and_overview_maps|Microbial_metabolism_in_diverse_environments;Metabolism;Global_and_overview_maps|Degradation_of_aromatic_compounds;Metabolism;Global_and_overview_maps	Fermentation end steps	cdf:CD630_03340
650	7	765	K04072	adhE;_bifunctional_acetaldehyde-CoA/alcohol_dehydrogenase_(EC:1.2.1.10_1.1.1.1)	Glycolysis_/_Gluconeogenesis;Metabolism;Carbohydrate_metabolism|Fatty_acid_degradation;Metabolism;Lipid_metabolism|Tyrosine_metabolism;Metabolism;Amino_acid_metabolism|Benzoate_degradation;Metabolism;Xenobiotics_biodegradation_and_metabolism|Pyruvate_metabolism;Metabolism;Carbohydrate_metabolism|Chloroalkane_and_chloroalkene_degradation;Metabolism;Xenobiotics_biodegradation_and_metabolism|Naphthalene_degradation;Metabolism;Xenobiotics_biodegradation_and_metabolism|Butanoate_metabolism;Metabolism;Carbohydrate_metabolism|Metabolic_pathways;Metabolism;Global_and_overview_maps|Biosynthesis_of_secondary_metabolites;Metabolism;Global_and_overview_maps|Microbial_metabolism_in_diverse_environments;Metabolism;Global_and_overview_maps|Degradation_of_aromatic_compounds;Metabolism;Global_and_overview_maps	Fermentation end steps	cdf:CD630_29660
70	152	127	none	cat2;_4-hydroxybutyrate_CoA-transferase	none	Fermentation end steps	cdf:CD630_23390
60	102	67	none	cat1;_succinyl-CoA:coenzyme_A_transferase_(EC:2.8.3.-)	none	Fermentation end steps	cdf:CD630_23430
72	177	155	K14534	abfD;_gamma-aminobutyrate_metabolism_dehydratase/isomerase_(EC:4.2.1.-_5.3.3.3)	Butanoate_metabolism;Metabolism;Carbohydrate_metabolism|Microbial_metabolism_in_diverse_environments;Metabolism;Global_and_overview_maps|Carbon_metabolism;Metabolism;Global_and_overview_maps	Fermentation end steps	cdf:CD630_23410
271	243	591	K00074	hbd;_3-hydroxybutyryl-CoA_dehydrogenase_(EC:1.1.1.157)	Phenylalanine_metabolism;Metabolism;Amino_acid_metabolism|Benzoate_degradation;Metabolism;Xenobiotics_biodegradation_and_metabolism|Butanoate_metabolism;Metabolism;Carbohydrate_metabolism|Metabolic_pathways;Metabolism;Global_and_overview_maps|Microbial_metabolism_in_diverse_environments;Metabolism;Global_and_overview_maps	Fermentation end steps	cdf:CD630_10580
